time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2016-12-01,USA,SAU,Saudi Arabia,Manufacturing,Transport,Industrial,Manufacturing Plant,396,170213838.0,Opened,Florida,Other
2016-11-01,USA,IND,India,IT,Cloud,Digital Economy,Logistics Hub,2029,1535520426.0,Announced,New York,BRICS
2019-10-01,USA,CHN,China,Automotive,Transport,Automotive Hub,Logistics Hub,2430,283212656.0,Opened,California,China
2017-04-01,USA,NGA,Nigeria,Energy,Renewables,Energy,R&D,277,180827726.0,Opened,Massachusetts,Other
2016-01-01,USA,CAN,Canada,Agriculture,Robotics,Logistics,Headquarters,2346,2918852907.0,Announced,Virginia,NAFTA (-US)
2021-03-01,USA,IND,India,IT,Cloud,Digital Economy,Expansion,234,2550146942.0,Opened,California,BRICS
2025-01-01,USA,FIN,Finland,IT,Cloud,Tech,Logistics Hub,27,30229270.0,Announced,Massachusetts,EU
2017-09-01,USA,CHN,China,Manufacturing,Transport,Industrial,Expansion,93,2852714408.0,Announced,North Carolina,China
2018-06-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Innovation Center,309,1801457011.0,Opened,Florida,China
2017-01-01,USA,MAR,Morocco,Manufacturing,Robotics,Automotive Hub,Headquarters,319,388510984.0,Opened,Pennsylvania,Other
2018-10-01,USA,DEU,Germany,Automotive,Robotics,Industrial,New Investment,181,2937283448.0,Opened,New York,EU
2016-04-01,USA,MEX,Mexico,Retail,Banking,Fintech,Expansion,647,340303028.0,Announced,Virginia,NAFTA (-US)
2018-04-01,USA,BRA,Brazil,IT,Cloud,Tech,R&D,1962,2095383107.0,Announced,Illinois,BRICS
2024-06-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Innovation Center,2245,1351317444.0,Opened,Pennsylvania,China
2023-11-01,USA,FRA,France,Aerospace,Robotics,Automotive Hub,Logistics Hub,2303,1178793256.0,Announced,Texas,EU
2020-11-01,USA,BEL,Belgium,IT,Software,Tech,R&D,336,296502120.0,Announced,Pennsylvania,EU
2018-03-01,USA,MEX,Mexico,Manufacturing,Robotics,Automotive Hub,Logistics Hub,1526,750567709.0,Announced,North Carolina,NAFTA (-US)
2021-09-01,USA,AUT,Austria,Manufacturing,Transport,Automotive Hub,R&D,255,79998785.0,Opened,Texas,EU
2018-01-01,USA,BRA,Brazil,Agriculture,Cloud,Energy,M&A,2030,300254676.0,Opened,Ohio,BRICS
2016-03-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Manufacturing Plant,1734,2910517866.0,Announced,Massachusetts,China
2024-01-01,USA,CZE,Czech Republic,IT,Cybersecurity,Tech,Logistics Hub,453,189012680.0,Announced,Texas,EU
2021-08-01,USA,IND,India,Telecom,Cloud,Deep Tech,Logistics Hub,2260,927072219.0,Opened,Pennsylvania,BRICS
2018-01-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,R&D,594,1343161794.0,Opened,New York,China
2017-08-01,USA,CAN,Canada,Energy,Renewables,Energy,M&A,256,80286494.0,Opened,Illinois,NAFTA (-US)
2018-10-01,USA,MEX,Mexico,Semiconductors,Hardware,Tech,Logistics Hub,561,2020226430.0,Opened,Ohio,NAFTA (-US)
2018-02-01,USA,ISR,Israel,IT,Batteries,Tech,Manufacturing Plant,311,111769697.0,Opened,Texas,Other
2016-05-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Innovation Center,1861,2310546766.0,Opened,New York,China
2024-03-01,USA,CHN,China,Semiconductors,Software,Deep Tech,M&A,1711,1330273858.0,Announced,Massachusetts,China
2021-01-01,USA,PRT,Portugal,Manufacturing,Robotics,Automotive Hub,New Investment,412,41169474.0,Opened,Virginia,EU
2023-08-01,USA,IND,India,IT,Cloud,Tech,Logistics Hub,614,1730599491.0,Announced,New York,BRICS
2023-09-01,USA,MAR,Morocco,IT,AI,Deep Tech,M&A,45,37433452.0,Announced,New York,Other
2016-09-01,USA,TUR,Turkey,Manufacturing,Robotics,Industrial,Headquarters,331,127522276.0,Opened,Texas,Other
2024-06-01,USA,GBR,United Kingdom,Finance,Banking,Services,Logistics Hub,1217,1493861192.0,Announced,Georgia,UK
2020-02-01,USA,CHN,China,Manufacturing,Robotics,Industrial,M&A,1398,1729833344.0,Announced,Florida,China
2016-06-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Manufacturing Plant,387,6021934.0,Opened,New York,China
2022-11-01,USA,DEU,Germany,Manufacturing,Batteries,Automotive Hub,Expansion,1818,2135182324.0,Opened,Pennsylvania,EU
2020-12-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,M&A,1818,664566345.0,Opened,Florida,China
2019-08-01,USA,IND,India,IT,Hardware,Tech,Expansion,2376,1939579691.0,Announced,Pennsylvania,BRICS
2016-11-01,USA,VNM,Vietnam,Manufacturing,Hardware,Industrial,Logistics Hub,217,142020223.0,Announced,Georgia,Other
2021-06-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,R&D,399,341734586.0,Opened,Ohio,China
2019-11-01,USA,CHE,Switzerland,Energy,Oil & Gas,Energy,New Investment,105,65702200.0,Opened,New York,Other
2024-12-01,USA,FRA,France,Manufacturing,Hardware,Automotive Hub,M&A,330,1587805096.0,Announced,New York,EU
2024-12-01,USA,CHN,China,Semiconductors,AI,Digital Economy,New Investment,821,1819292916.0,Opened,North Carolina,China
2022-01-01,USA,CHN,China,Semiconductors,AI,Tech,Expansion,1794,455861881.0,Opened,New York,China
2023-01-01,USA,CAN,Canada,Agriculture,Cloud,Tech,Innovation Center,462,419849562.0,Opened,Ohio,NAFTA (-US)
2023-04-01,USA,CHL,Chile,IT,Batteries,Tech,Logistics Hub,29,64618062.0,Announced,California,Other
2024-02-01,USA,CHN,China,Automotive,Hardware,Industrial,Expansion,385,773292458.0,Announced,Pennsylvania,China
2023-02-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Expansion,220,2158625528.0,Announced,Virginia,NAFTA (-US)
2016-03-01,USA,ARE,UAE,IT,Software,Tech,Logistics Hub,564,361456507.0,Opened,North Carolina,Other
2022-04-01,USA,FIN,Finland,Manufacturing,Hardware,Automotive Hub,Expansion,546,213929375.0,Announced,Illinois,EU
2023-08-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,New Investment,989,1483944344.0,Announced,Florida,NAFTA (-US)
2018-06-01,USA,NLD,Netherlands,Manufacturing,Hardware,Industrial,New Investment,231,238543111.0,Announced,Washington,EU
2023-06-01,USA,JPN,Japan,Automotive,Hardware,Industrial,Logistics Hub,2323,2006986293.0,Announced,Florida,Other
2025-04-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,R&D,2159,1031355945.0,Announced,California,China
2017-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,M&A,2465,2330425317.0,Announced,California,China
2018-04-01,USA,POL,Poland,IT,Batteries,Digital Economy,New Investment,128,168533293.0,Opened,Washington,EU
2023-06-01,USA,CHN,China,Semiconductors,AI,Tech,Manufacturing Plant,803,2386934207.0,Announced,Florida,China
2021-02-01,USA,CAN,Canada,Agriculture,Robotics,Industrial,Innovation Center,1418,2168620826.0,Announced,Virginia,NAFTA (-US)
2018-09-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,Manufacturing Plant,655,2595474862.0,Opened,New York,NAFTA (-US)
2023-01-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Headquarters,90,1626456663.0,Announced,California,China
2018-11-01,USA,ISR,Israel,Energy,Renewables,Energy,Manufacturing Plant,333,185444895.0,Announced,Illinois,Other
2020-04-01,USA,CAN,Canada,Mining,Oil & Gas,Commodities,Logistics Hub,2180,1138516300.0,Announced,New York,NAFTA (-US)
2018-10-01,USA,CHN,China,Manufacturing,Batteries,Industrial,New Investment,1465,2132217136.0,Announced,Massachusetts,China
2019-05-01,USA,CHN,China,Telecom,Cloud,Deep Tech,Logistics Hub,98,1314464183.0,Opened,Massachusetts,China
2020-03-01,USA,IND,India,IT,Cloud,Deep Tech,Manufacturing Plant,293,391631878.0,Announced,Massachusetts,BRICS
2019-11-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Innovation Center,1025,1751426617.0,Opened,Virginia,China
2022-10-01,USA,FRA,France,Manufacturing,Transport,Industrial,Manufacturing Plant,652,2796983764.0,Announced,Massachusetts,EU
2020-10-01,USA,MEX,Mexico,Manufacturing,Transport,Automotive Hub,Innovation Center,2092,1772983474.0,Announced,California,NAFTA (-US)
2022-03-01,USA,MEX,Mexico,Automotive,Transport,Industrial,M&A,1722,978500523.0,Opened,Virginia,NAFTA (-US)
2020-09-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,R&D,1068,2507852173.0,Announced,Pennsylvania,China
2017-11-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,New Investment,2210,1893274712.0,Opened,Illinois,UK
2019-12-01,USA,NLD,Netherlands,Energy,Oil & Gas,Green Growth,Manufacturing Plant,253,159841023.0,Announced,Virginia,EU
2017-10-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Innovation Center,1908,874378422.0,Opened,Texas,China
2017-05-01,USA,FRA,France,Biotech,Robotics,Industrial,Logistics Hub,1680,2083825665.0,Announced,Illinois,EU
2021-09-01,USA,IND,India,IT,AI,Digital Economy,Manufacturing Plant,1059,1770128581.0,Announced,Georgia,BRICS
2024-12-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Logistics Hub,2323,153153018.0,Opened,Washington,China
2016-11-01,USA,SGP,Singapore,Manufacturing,Transport,Industrial,M&A,243,232857159.0,Opened,Washington,Other
2023-10-01,USA,CAN,Canada,Mining,Oil & Gas,Energy,Headquarters,1998,2400403273.0,Announced,North Carolina,NAFTA (-US)
2017-03-01,USA,FRA,France,Aerospace,Robotics,Automotive Hub,M&A,1565,762478670.0,Announced,Ohio,EU
2023-07-01,USA,CAN,Canada,Energy,Oil & Gas,Commodities,New Investment,535,109604369.0,Announced,North Carolina,NAFTA (-US)
2018-11-01,USA,SAU,Saudi Arabia,Manufacturing,Robotics,Automotive Hub,New Investment,46,273398546.0,Announced,Illinois,Other
2018-09-01,USA,CHN,China,Construction,Robotics,Industrial,New Investment,1564,949726553.0,Opened,New York,China
2022-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,M&A,175,2137588547.0,Announced,Texas,China
2017-04-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,Expansion,1335,920080001.0,Opened,Ohio,NAFTA (-US)
2018-10-01,USA,JPN,Japan,Automotive,Batteries,Automotive Hub,Headquarters,1603,258212294.0,Opened,Massachusetts,Other
2021-06-01,USA,DEU,Germany,Manufacturing,Robotics,Industrial,Innovation Center,55,1398226191.0,Announced,Texas,EU
2024-03-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,Logistics Hub,1567,617333641.0,Announced,Washington,China
2019-04-01,USA,DEU,Germany,Automotive,Hardware,Automotive Hub,New Investment,1873,2292533211.0,Opened,Florida,EU
2018-04-01,USA,GBR,United Kingdom,Finance,E-commerce,Fintech,Manufacturing Plant,2195,617964324.0,Announced,Texas,UK
2019-11-01,USA,ZAF,South Africa,Manufacturing,Hardware,Industrial,Innovation Center,599,39892307.0,Opened,Ohio,BRICS
2019-03-01,USA,IND,India,IT,AI,Tech,Manufacturing Plant,333,756949194.0,Opened,Massachusetts,BRICS
2021-10-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,M&A,911,1695252176.0,Announced,Georgia,NAFTA (-US)
2022-01-01,USA,CAN,Canada,Mining,Green Tech,Energy,New Investment,950,2949014129.0,Announced,Pennsylvania,NAFTA (-US)
2017-08-01,USA,CZE,Czech Republic,Manufacturing,Transport,Automotive Hub,Logistics Hub,28,178837266.0,Announced,Pennsylvania,EU
2016-01-01,USA,BRA,Brazil,Energy,Oil & Gas,Commodities,M&A,1911,957762980.0,Opened,Texas,BRICS
2021-12-01,USA,CHE,Switzerland,Manufacturing,Transport,Automotive Hub,Headquarters,551,271034465.0,Announced,California,Other
2023-03-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,Innovation Center,2401,1838529131.0,Announced,Massachusetts,NAFTA (-US)
2021-03-01,USA,MEX,Mexico,Logistics,AI,Commodities,Logistics Hub,1706,2827507303.0,Announced,Ohio,NAFTA (-US)
2021-07-01,USA,BRA,Brazil,Mining,Oil & Gas,Commodities,New Investment,353,1133238475.0,Announced,North Carolina,BRICS
2016-04-01,USA,CHL,Chile,Semiconductors,Hardware,Digital Economy,R&D,130,52039994.0,Announced,Ohio,Other
2020-10-01,USA,POL,Poland,Energy,Oil & Gas,Green Growth,Headquarters,156,81535369.0,Announced,Massachusetts,EU
2018-01-01,USA,KOR,South Korea,Manufacturing,Hardware,Automotive Hub,Innovation Center,342,5360025.0,Opened,New York,Other
2019-11-01,USA,KEN,Kenya,Manufacturing,Robotics,Industrial,Manufacturing Plant,579,271472390.0,Announced,Texas,Other
2019-02-01,USA,BRA,Brazil,Agriculture,Cybersecurity,Automotive Hub,Headquarters,980,1785528971.0,Opened,Illinois,BRICS
2017-03-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,M&A,739,1973719312.0,Announced,Ohio,China
2021-03-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,Innovation Center,1372,1502795304.0,Opened,Washington,NAFTA (-US)
2017-09-01,USA,JPN,Japan,IT,Cybersecurity,Tech,Manufacturing Plant,1802,2695318421.0,Opened,Ohio,Other
2024-03-01,USA,VEN,Venezuela,IT,AI,Tech,Headquarters,102,99614496.0,Announced,Washington,Other
2020-09-01,USA,VNM,Vietnam,IT,Hardware,Digital Economy,New Investment,214,19188196.0,Opened,North Carolina,Other
2020-05-01,USA,GBR,United Kingdom,Finance,Insurance,Services,Manufacturing Plant,973,2161510030.0,Opened,Washington,UK
2019-10-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,Innovation Center,2134,291383325.0,Announced,Georgia,China
2017-02-01,USA,IND,India,IT,Hardware,Tech,Innovation Center,875,2739112868.0,Announced,Virginia,BRICS
2024-04-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,R&D,2412,1243583867.0,Announced,Pennsylvania,China
2022-04-01,USA,CHN,China,Semiconductors,Cloud,Tech,M&A,1274,1832398260.0,Announced,Georgia,China
2017-05-01,USA,JPN,Japan,Manufacturing,Robotics,Automotive Hub,Logistics Hub,874,274503974.0,Opened,California,Other
2019-03-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Headquarters,1569,136007019.0,Announced,Illinois,China
2016-09-01,USA,FIN,Finland,IT,Cloud,Tech,Expansion,509,36709659.0,Announced,Virginia,EU
2024-03-01,USA,CHN,China,Semiconductors,Cloud,Tech,Headquarters,1189,2129288344.0,Opened,Georgia,China
2022-05-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,Manufacturing Plant,1316,1345601680.0,Announced,Ohio,NAFTA (-US)
2022-07-01,USA,MEX,Mexico,Logistics,Cybersecurity,Commodities,Headquarters,1880,945377374.0,Announced,Illinois,NAFTA (-US)
2022-10-01,USA,IND,India,IT,Cybersecurity,Digital Economy,New Investment,876,1668928544.0,Announced,North Carolina,BRICS
2024-01-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Logistics Hub,2334,2677641330.0,Announced,Pennsylvania,China
2016-06-01,USA,GBR,United Kingdom,IT,Hardware,Deep Tech,New Investment,2169,2859426032.0,Announced,California,UK
2023-07-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,R&D,907,756497740.0,Announced,California,UK
2017-11-01,USA,GBR,United Kingdom,IT,AI,Deep Tech,Manufacturing Plant,603,1082831935.0,Opened,Massachusetts,UK
2020-11-01,USA,JPN,Japan,Semiconductors,Cybersecurity,Tech,R&D,448,1657453703.0,Opened,Florida,Other
2023-07-01,USA,CHN,China,Automotive,Batteries,Industrial,New Investment,841,2064662413.0,Announced,Massachusetts,China
2024-02-01,USA,JPN,Japan,Automotive,Robotics,Automotive Hub,R&D,1154,343722168.0,Opened,Pennsylvania,Other
2019-10-01,USA,GBR,United Kingdom,IT,Software,Deep Tech,Manufacturing Plant,2091,385998663.0,Announced,Washington,UK
2019-02-01,USA,SWE,Sweden,Manufacturing,Robotics,Industrial,Headquarters,13,389984276.0,Announced,Florida,EU
2017-02-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Manufacturing Plant,988,688771170.0,Opened,Virginia,China
2024-04-01,USA,CHN,China,Agriculture,Green Tech,Life Sciences,Headquarters,2350,1854954557.0,Announced,Illinois,China
2021-12-01,USA,CHN,China,Semiconductors,AI,Digital Economy,R&D,527,231838657.0,Opened,Ohio,China
2021-02-01,USA,CHN,China,Telecom,Cloud,Tech,Logistics Hub,1139,132378379.0,Announced,Washington,China
2018-11-01,USA,GBR,United Kingdom,Finance,E-commerce,Fintech,Headquarters,932,446186754.0,Opened,Pennsylvania,UK
2017-07-01,USA,COL,Colombia,Manufacturing,Transport,Automotive Hub,Headquarters,325,243144760.0,Opened,Florida,Other
2018-06-01,USA,MEX,Mexico,Manufacturing,Transport,Automotive Hub,Logistics Hub,1538,844086564.0,Announced,Illinois,NAFTA (-US)
2022-06-01,USA,IND,India,Telecom,Cybersecurity,Tech,Expansion,2001,745686669.0,Announced,Massachusetts,BRICS
2022-12-01,USA,BEL,Belgium,Manufacturing,Robotics,Automotive Hub,M&A,284,355974938.0,Opened,Illinois,EU
2025-05-01,USA,AUS,Australia,IT,AI,Digital Economy,Manufacturing Plant,54,379716482.0,Opened,Georgia,Other
2018-01-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Innovation Center,1444,1653980069.0,Announced,Georgia,BRICS
2019-04-01,USA,KOR,South Korea,Manufacturing,Hardware,Automotive Hub,Expansion,409,183333141.0,Announced,Illinois,Other
2023-04-01,USA,DEU,Germany,Automotive,Hardware,Industrial,M&A,1328,84426606.0,Opened,Virginia,EU
2017-02-01,USA,SAU,Saudi Arabia,Manufacturing,Batteries,Automotive Hub,Innovation Center,222,199349076.0,Opened,Georgia,Other
2018-02-01,USA,IND,India,IT,Batteries,Deep Tech,New Investment,2206,2247147163.0,Opened,California,BRICS
2024-06-01,USA,FRA,France,Pharma,Robotics,Logistics,Headquarters,1183,1069341875.0,Announced,Florida,EU
2023-03-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Logistics Hub,922,2535866922.0,Announced,Illinois,China
2017-10-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Manufacturing Plant,405,113147876.0,Announced,North Carolina,NAFTA (-US)
2019-12-01,USA,MEX,Mexico,Manufacturing,Batteries,Industrial,Manufacturing Plant,589,1121309588.0,Announced,North Carolina,NAFTA (-US)
2022-11-01,USA,PRT,Portugal,Manufacturing,Robotics,Automotive Hub,Innovation Center,558,163698888.0,Announced,Illinois,EU
2025-02-01,USA,TUR,Turkey,Energy,Renewables,Energy,M&A,47,20474388.0,Opened,Virginia,Other
2020-03-01,USA,ZAF,South Africa,Manufacturing,Robotics,Automotive Hub,Headquarters,479,57091878.0,Announced,Pennsylvania,BRICS
2016-03-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,Manufacturing Plant,1595,2389217141.0,Announced,Pennsylvania,NAFTA (-US)
2019-06-01,USA,MEX,Mexico,Logistics,Oil & Gas,Energy,Expansion,704,542955636.0,Announced,California,NAFTA (-US)
2017-07-01,USA,FIN,Finland,Energy,Oil & Gas,Green Growth,Manufacturing Plant,144,122898413.0,Opened,Texas,EU
2022-01-01,USA,ISR,Israel,IT,Hardware,Tech,Headquarters,232,92923469.0,Opened,New York,Other
2018-04-01,USA,KEN,Kenya,Energy,Renewables,Green Growth,Logistics Hub,447,77858985.0,Opened,North Carolina,Other
2022-12-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,R&D,1246,1372534195.0,Announced,Florida,China
2019-09-01,USA,SWE,Sweden,Manufacturing,Batteries,Automotive Hub,M&A,538,165792628.0,Opened,Georgia,EU
2021-11-01,USA,IND,India,IT,Batteries,Digital Economy,M&A,541,2433057106.0,Announced,Texas,BRICS
2022-06-01,USA,CAN,Canada,Agriculture,Banking,Energy,M&A,815,2026377927.0,Opened,North Carolina,NAFTA (-US)
2021-03-01,USA,JPN,Japan,Manufacturing,Hardware,Automotive Hub,M&A,1653,502904745.0,Announced,North Carolina,Other
2022-01-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Manufacturing Plant,419,794451230.0,Announced,Pennsylvania,NAFTA (-US)
2017-07-01,USA,MEX,Mexico,Manufacturing,Robotics,Automotive Hub,Innovation Center,2357,488053794.0,Opened,Virginia,NAFTA (-US)
2019-11-01,USA,CHN,China,Energy,Green Tech,Commodities,Innovation Center,864,1467043321.0,Opened,Illinois,China
2017-02-01,USA,NLD,Netherlands,Biotech,Batteries,Life Sciences,Headquarters,261,385127247.0,Opened,Pennsylvania,EU
2019-02-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Logistics Hub,1297,2187294175.0,Announced,North Carolina,China
2020-05-01,USA,SWE,Sweden,IT,Software,Tech,Innovation Center,224,267697651.0,Opened,North Carolina,EU
2021-01-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,R&D,2068,1733428143.0,Announced,North Carolina,NAFTA (-US)
2018-12-01,USA,IND,India,IT,Cloud,Digital Economy,Innovation Center,632,588467201.0,Opened,Florida,BRICS
2019-04-01,USA,CHN,China,Manufacturing,Transport,Industrial,M&A,1537,678077817.0,Announced,Massachusetts,China
2022-09-01,USA,CAN,Canada,Mining,Green Tech,Commodities,Expansion,1964,1109436967.0,Opened,Virginia,NAFTA (-US)
2018-06-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,R&D,615,2371712693.0,Announced,Virginia,China
2016-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Manufacturing Plant,622,1211378003.0,Opened,Florida,China
2021-04-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Manufacturing Plant,1014,939914573.0,Opened,California,NAFTA (-US)
2018-09-01,USA,GBR,United Kingdom,Finance,E-commerce,Services,Expansion,2181,2241893608.0,Opened,North Carolina,UK
2020-04-01,USA,CHN,China,Semiconductors,Batteries,Tech,New Investment,1058,528099515.0,Announced,Virginia,China
2023-05-01,USA,CHN,China,Automotive,Batteries,Automotive Hub,New Investment,592,374214534.0,Announced,Massachusetts,China
2017-02-01,USA,FRA,France,Aerospace,Transport,Automotive Hub,New Investment,1614,1487401357.0,Announced,Washington,EU
